,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot,predicted_results
0,8.16e+17,"""815745789754417152""","""HoustonPokeMap""","""Houston, TX""","""Rare and strong PokŽmon in Houston, TX. See more PokŽmon at https://t.co/dnWuDbFRkt""","""https://t.co/dnWuDbFRkt""",1291,0,10,"""Mon Jan 02 02:25:26 +0000 2017""",0,False,78554,"""en""","{      ""created_at"": ""Sun Mar 12 15:44:04 +0000 2017"",      ""id"": 840951532543737900,      ""id_str"": ""840951532543737856"",      ""text"": ""[Southeast Houston] Chansey (F) (IV: 73%) until 11:11:37AM at 2511 Winbern St https://t.co/HYRIyq4mF7 https://t.co/bydOOKsEEI"",      ""truncated"": false,      ""entities"":  {        ""hashtags"":  [],        ""symbols"":  [],        ""user_mentions"":  [],        ""urls"":  [           {            ""url"": ""https://t.co/HYRIyq4mF7"",            ""expanded_url"": ""https://houstonpokemap.com/#29.73067033,-95.36610821"",            ""display_url"": ""houstonpokemap.com/#29.73067033,-É"",            ""indices"":  [              78,              101            ]          },           {            ""url"": ""https://t.co/bydOOKsEEI"",            ""expanded_url"": ""https://maps.google.com/maps?q=29.73067033,-95.36610821"",            ""display_url"": ""maps.google.com/maps?q=29.7306É"",            ""indices"":  [              102,              125            ]          }        ]      },      ""source"": ""<a href=""http://HoustonPokeMap.com"" rel=""nofollow"">HoustonPokeMap</a>"",      ""in_reply_to_status_id"": null,      ""in_reply_to_status_id_str"": null,      ""in_reply_to_user_id"": null,      ""in_reply_to_user_id_str"": null,      ""in_reply_to_screen_name"": null,      ""geo"": null,      ""coordinates"": null,      ""place"": null,      ""contributors"": null,      ""is_quote_status"": false,      ""retweet_count"": 0,      ""favorite_count"": 0,      ""favorited"": false,      ""retweeted"": false,      ""possibly_sensitive"": false,      ""lang"": ""en""    }",True,False,False,"""Houston PokŽ Alert""",1,1
1,4843621225.0,4843621225,kernyeahx,"Templeville town, MD, USA","From late 2014 Socium Marketplace will make shopping for fundamental business services more simple, more cost effective and more about you.",,1,349,0,2/1/2016 7:37,38,False,31,en,,True,False,False,Keri Nelson,1,1
2,4303727112.0,4303727112,mattlieberisbot,,"Inspired by the smart, funny folks at @replyall and @gimletmedia _Ñ¢ Tweets Monday, Wednesday and Friday _Ñ¢ A bot by @ashur",https://t.co/P1e1o0m4KC,1086,0,14,Fri Nov 20 18:53:22 +0000 2015,0,False,713,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweet_count': 0, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '841317931761975296', 'in_reply_to_screen_name': None, 'text': 'Matt Lieber is a little bit of hot supper afterwards', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://cabreramade.co/mattlieberisbot/"" rel=""nofollow"">Matt Lieber Is Bot</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Mon Mar 13 16:00:00 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 841317931761975296, 'favorited': False, 'coordinates': None}",True,False,False,Matt Lieber Is Bot,1,1
3,3063139353.0,3063139353,sc_papers,,,,33,0,8,2/25/2015 20:11,0,False,676,en,Construction of human anti-tetanus single-chain variable fragment applying SYMPLEX technology.? https://t.co/5wJzdUTKOU,True,True,False,single cell papers,1,1
4,2955142070.0,2955142070,lucarivera16,"Dublin, United States",Inspiring cooks everywhere since 1956.,,11,745,0,1/1/2015 17:44,146,False,185,en,,False,False,False,lucarivera16,1,1
5,8.41e+17,8.41E+17,dantheimprover,"Austin, TX","Just a guy trying to do good by telling everyone else to get better,",,1,186,0,13/03/2017 22:53,0,False,11,en,"Status(_api=<tweepy.api.API object at 0x101927e48>, _json={'created_at': 'Mon Mar 13 23:52:02 +0000 2017', 'id': 841436723213139968, 'id_str': '841436723213139968', 'text': 'Has anyone ever tried throwing water on Kellyanne Conway?', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 13, 23, 52, 2), id=841436723213139968, id_str='841436723213139968', text='Has anyone ever tried throwing water on Kellyanne Conway?', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, source='Twitter Web Client', source_url='http://twitter.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')",True,False,True,dantheimprover,1,1
6,2482834658.0,2482834658,_all_of_us_,in a machine.,bot by @rubicon,,193,0,19,Wed May 07 22:29:25 +0000 2014,0,False,6068,en,"{u'contributors': None, u'truncated': False, u'text': u'All of us mostly admire.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 618931154998165505, u'favorite_count': 1, u'source': u'<a href=""http://www.rbknrbkn.com"" rel=""nofollow"">generalizing</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 2, u'id_str': u'618931154998165505', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Wed Jul 08 23:54:21 +0000 2015', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,everything always,1,1
7,3333573622.0,3333573622,KatamariItems,,[Bot rolled up by @BeachEpisode] Cataloguing every item from the Katamari series one at a time. ''Human beings are such hoarders'' - Keita Takahashi,,8227,2,89,Thu Jun 18 22:07:31 +0000 2015,26,False,2597,en,"{u'contributors': None, u'truncated': False, u'text': u'Hammock https://t.co/n52CfIPBwO', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 817777875126513666, u'favorite_count': 35, u'source': u'<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/KatamariItems/status/817777875126513666/photo/1', u'display_url': u'pic.twitter.com/n52CfIPBwO', u'url': u'https://t.co/n52CfIPBwO', u'media_url_https': u'https://pbs.twimg.com/media/C1lUowNVEAEG_K_.jpg', u'id_str': u'817777866456764417', u'sizes': {u'large': {u'h': 361, u'resize': u'fit', u'w': 1043}, u'small': {u'h': 235, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 361, u'resize': u'fit', u'w': 1043}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [8, 31], u'type': u'photo', u'id': 817777866456764417, u'media_url': u'http://pbs.twimg.com/media/C1lUowNVEAEG_K_.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 9, u'id_str': u'817777875126513666', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sat Jan 07 17:00:13 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/KatamariItems/status/817777875126513666/photo/1', u'display_url': u'pic.twitter.com/n52CfIPBwO', u'url': u'https://t.co/n52CfIPBwO', u'media_url_https': u'https://pbs.twimg.com/media/C1lUowNVEAEG_K_.jpg', u'id_str': u'817777866456764417', u'sizes': {u'large': {u'h': 361, u'resize': u'fit', u'w': 1043}, u'small': {u'h': 235, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 361, u'resize': u'fit', u'w': 1043}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [8, 31], u'type': u'photo', u'id': 817777866456764417, u'media_url': u'http://pbs.twimg.com/media/C1lUowNVEAEG_K_.jpg'}]}}",True,False,False,Katamari Collection,1,1
8,2996105102.0,2996105102,AutophagyPapers,,Twitterbot for #Autophagy papers. Curated by @SoniaHall,,275,0,17,1/25/2015 17:34,23,False,9922,en,Feeding Schedule And Proteolysis Regulate Autophagic Clearance Of Mutant Huntingtin https://t.co/ZlqDlIY2Vb,False,False,False,Autophagy Papers,1,1
9,3271095818.0,3271095818,HSC_papers,,,,51,3,9,7/7/2015 15:23,0,False,2515,en,Functional Selectivity in Cytokine Signaling Revealed Through a Pathogenic EPO Mutation. https://t.co/u4vR9z9eC9 https://t.co/rkdTIGzdKZ,True,False,False,Hematopoiesis,1,1
10,2717905134.0,2717905134,everycheese,cheese land,"cheese cheese cheese // updates every 4 hours // by @thricedotted, with inspiration from cheese and @mattlaschneider",https://t.co/0cV8vQsQSV,51,1,12,Fri Aug 08 20:23:08 +0000 2014,0,False,111,en,"{u'contributors': None, u'truncated': False, u'text': u'gjetost () http://t.co/QQuxR5jx39', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 516808026846547968, u'favorite_count': 1, u'source': u'<a href=""http://twitter.com/everycheese"" rel=""nofollow"">everycheese</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/everycheese/status/516808026846547968/photo/1', u'display_url': u'pic.twitter.com/QQuxR5jx39', u'url': u'http://t.co/QQuxR5jx39', u'media_url_https': u'https://pbs.twimg.com/media/BywSKXICAAA6rUS.jpg', u'id_str': u'516808026456457216', u'sizes': {u'small': {u'h': 200, u'resize': u'fit', u'w': 300}, u'large': {u'h': 200, u'resize': u'fit', u'w': 300}, u'medium': {u'h': 200, u'resize': u'fit', u'w': 300}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [11, 33], u'type': u'photo', u'id': 516808026456457216, u'media_url': u'http://pbs.twimg.com/media/BywSKXICAAA6rUS.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'516808026846547968', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'no', u'created_at': u'Tue Sep 30 04:33:30 +0000 2014', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/everycheese/status/516808026846547968/photo/1', u'display_url': u'pic.twitter.com/QQuxR5jx39', u'url': u'http://t.co/QQuxR5jx39', u'media_url_https': u'https://pbs.twimg.com/media/BywSKXICAAA6rUS.jpg', u'id_str': u'516808026456457216', u'sizes': {u'small': {u'h': 200, u'resize': u'fit', u'w': 300}, u'large': {u'h': 200, u'resize': u'fit', u'w': 300}, u'medium': {u'h': 200, u'resize': u'fit', u'w': 300}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [11, 33], u'type': u'photo', u'id': 516808026456457216, u'media_url': u'http://pbs.twimg.com/media/BywSKXICAAA6rUS.jpg'}]}}",False,False,False,all of the cheese,1,1
11,2826073429.0,2826073429,gyr_papers,,"Literature bot searching arXiv, biorXiv, PeerJ & PubMed for supercoiling papers. Maintained by @red_gravel.",,2,1,4,9/22/2014 9:46,0,False,230,en,ArXiv: Large-scale chromosome folding versus genomic DNA sequences https://t.co/1P3FQiwWBq,True,True,False,gyrpapers,1,1
12,8.1e+17,8.10E+17,lavon_court,,,None,0,29,0,Sun Mar 12 01:07:25 +0000 2017,0,False,0,en,None,True,True,,Lavon Court,1,1
13,1027583707.0,1027583707,AjstyleAlen,,,None,1,206,0,Sat Dec 22 02:18:49 +0000 2012,0,False,0,en,None,True,True,,Alen Alex,1,1
14,394991274.0,394991274,Rupesh93505,,,None,0,38,0,Sun Mar 12 01:06:00 +0000 2017,0,False,0,en,None,True,True,,Rajesh prajapati,1,1
15,3032363298.0,3032363298,hard_to_yelp,,,,109,0,16,Fri Feb 20 08:23:00 +0000 2015,0,False,16067,en,"{u'contributors': None, u'truncated': False, u'text': u'How hard is it to bag four items.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841016465063067648, u'favorite_count': 0, u'source': u'<a href=""http://catplanet.cat"" rel=""nofollow"">how hard yelp</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841016465063067648', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 20:02:05 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,how hard is it to,1,1
16,2568851552.0,2568851552,fuckeverywordza,,"Why wait until 2020 for the Z's? Fucking every word in the English language backwards, from Z to A.",,250,0,25,Sun Jun 15 11:20:31 +0000 2014,0,False,31721,en,"{u'contributors': None, u'truncated': False, u'text': u'fuck refurbishing', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 796336552901279744, u'favorite_count': 1, u'source': u'<a href=""http://www.twitter.com"" rel=""nofollow"">Fuck Every Word Z-A</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'796336552901279744', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Wed Nov 09 13:00:04 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,fuck every word z-a,1,1
17,2954704090.0,2954704090,yeahTonyaGonzal,"Pensacola, USA","Musician, vegan, animal rights activist.",,15,1941,1,1/1/2015 11:47,319,False,406,en,,False,False,False,yeahTonyaGonzal,1,1
18,8.39e+17,8.39E+17,BbbbggU,"_._______________, _________",_______ XXX,,190,1899,0,3/7/2017 22:08,27,False,0,th,,True,True,False,xXx,1,1
19,2835723644.0,2835723644,ecin_gnihtaseod,,"straight-up rip-off of @doesathing_nice, except it's a bot // reports to @thricedotted",https://t.co/iEclQxz694,181,0,24,Tue Sep 30 04:56:09 +0000 2014,0,False,21506,en,"{u'contributors': None, u'truncated': False, u'text': u'@maurabot nice', u'is_quote_status': False, u'in_reply_to_status_id': 712819858912600064, u'id': 712820110931529728, u'favorite_count': 0, u'source': u'<a href=""https://www.twitter.com/ecin_gnihtaseod"" rel=""nofollow"">nice bot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 2447379738, u'indices': [0, 9], u'id_str': u'2447379738', u'screen_name': u'maurabot', u'name': u'@maurabot'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'maurabot', u'in_reply_to_user_id': 2447379738, u'retweet_count': 0, u'id_str': u'712820110931529728', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'2447379738', u'lang': u'en', u'created_at': u'Thu Mar 24 01:55:32 +0000 2016', u'in_reply_to_status_id_str': u'712819858912600064', u'place': None}",True,True,False,‚ƒÓ‡«äu,1,1
20,1918202534.0,1918202534,tofu_product,,Follow me to chat. // Reflecting your personality back at you since 2013. // By @zhaytee,,10175,11465,199,Sun Sep 29 21:35:03 +0000 2013,328,False,65022,en,"{u'contributors': None, u'truncated': False, u'text': u'@jonathanddownie Daniel Gile is doing sure how I am a dad again.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 809796940183535616, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/tofu_product"" rel=""nofollow"">tofubot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 85789543, u'indices': [0, 16], u'id_str': u'85789543', u'screen_name': u'jonathanddownie', u'name': u'Jonathan Downie'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'jonathanddownie', u'in_reply_to_user_id': 85789543, u'retweet_count': 0, u'id_str': u'809796940183535616', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'85789543', u'lang': u'en', u'created_at': u'Fri Dec 16 16:26:50 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,tofu,1,1
21,2475875424.0,2475875424,onetruewiseman,AMERICA,The Truest Wisdom (aka trying to make even less sense) from leading Republican presidential candidates for 2016.,,23,4,8,Sat May 03 19:04:37 +0000 2014,4,False,6230,en,"{u'contributors': None, u'truncated': False, u'text': u'Hillary to giveaway poses are entering jobs https://t.co/kxnmb38RuJ #ImWithYou #Americans and lies. https://t.co/FGxSQ5rboc', u'is_quote_status': True, u'in_reply_to_status_id': None, u'id': 771244286780112898, u'favorite_count': 0, u'source': u'<a href=""http://fox.com"" rel=""nofollow"">wiseman bottle2</a>', u'quoted_status_id': 765179912265146368, u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [68, 78], u'text': u'ImWithYou'}, {u'indices': [79, 89], u'text': u'Americans'}], u'urls': [{u'url': u'https://t.co/kxnmb38RuJ', u'indices': [44, 67], u'expanded_url': u'http://www.DonaldJTrump.com', u'display_url': u'DonaldJTrump.com'}, {u'url': u'https://t.co/FGxSQ5rboc', u'indices': [100, 123], u'expanded_url': u'https://twitter.com/GregAbbott_TX/status/765179912265146368', u'display_url': u'twitter.com/GregAbbott_TX/\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'771244286780112898', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Sep 01 07:12:21 +0000 2016', u'quoted_status_id_str': u'765179912265146368', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,One True Wise Man,1,1
22,1909219404.0,1909219404,everycolorbot,the RGB color space,colors.  all of 'em. | developed by @vogon; feel free to send him feedback/feature requests,https://t.co/ICFGFTYbjQ,106126,0,999,Thu Sep 26 21:22:10 +0000 2013,2,False,30156,en,"{u'contributors': None, u'truncated': False, u'text': u'0x382920 https://t.co/pf1KgxFkxf', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841023835654770689, u'favorite_count': 33, u'source': u'<a href=""http://github.com/vogon/everycolor"" rel=""nofollow"">everycolor.rb</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/everycolorbot/status/841023835654770689/photo/1', u'display_url': u'pic.twitter.com/pf1KgxFkxf', u'url': u'https://t.co/pf1KgxFkxf', u'media_url_https': u'https://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg', u'id_str': u'841023833951895552', u'sizes': {u'small': {u'h': 300, u'resize': u'fit', u'w': 400}, u'large': {u'h': 300, u'resize': u'fit', u'w': 400}, u'medium': {u'h': 300, u'resize': u'fit', u'w': 400}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [9, 32], u'type': u'photo', u'id': 841023833951895552, u'media_url': u'http://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 9, u'id_str': u'841023835654770689', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'und', u'created_at': u'Sun Mar 12 20:31:22 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/everycolorbot/status/841023835654770689/photo/1', u'display_url': u'pic.twitter.com/pf1KgxFkxf', u'url': u'https://t.co/pf1KgxFkxf', u'media_url_https': u'https://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg', u'id_str': u'841023833951895552', u'sizes': {u'small': {u'h': 300, u'resize': u'fit', u'w': 400}, u'large': {u'h': 300, u'resize': u'fit', u'w': 400}, u'medium': {u'h': 300, u'resize': u'fit', u'w': 400}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [9, 32], u'type': u'photo', u'id': 841023833951895552, u'media_url': u'http://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg'}]}}",True,False,False,Every Color,1,1
23,4040207472.0,4040207472,himawari8bot,Space,Unofficial; imagery courtesy: Japan Meteorological Agency (https://t.co/lzPXaTnMCi) and CIRA (https://t.co/YksnDoJEl8). Bot by @__jcbl__,https://t.co/OSHkLQWgKQ,2302,3,161,Tue Oct 27 23:06:22 +0000 2015,4,False,7640,en,"{'favorited': False, 'id_str': '841137154914975745', 'in_reply_to_screen_name': None, 'retweeted': False, 'is_quote_status': False, 'retweet_count': 2, 'place': None, 'truncated': False, 'coordinates': None, 'extended_entities': {'media': [{'indices': [20, 43], 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'video_info': {'aspect_ratio': [1, 1], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/C6xRxaQWsAAdOZw.mp4'}]}, 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'id': 841137139714797568, 'display_url': 'pic.twitter.com/TZqAA6DYxv', 'id_str': '841137139714797568', 'url': 'https://t.co/TZqAA6DYxv', 'expanded_url': 'https://twitter.com/himawari8bot/status/841137154914975745/photo/1', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 500}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 500, 'resize': 'fit', 'w': 500}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'type': 'animated_gif'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'lang': 'und', 'contributors': None, 'source': '<a href=""http://iseverythingstilltheworst.com"" rel=""nofollow"">space, jerks.</a>', 'geo': None, 'possibly_sensitive': False, 'entities': {'urls': [], 'media': [{'indices': [20, 43], 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'id': 841137139714797568, 'display_url': 'pic.twitter.com/TZqAA6DYxv', 'id_str': '841137139714797568', 'url': 'https://t.co/TZqAA6DYxv', 'expanded_url': 'https://twitter.com/himawari8bot/status/841137154914975745/photo/1', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 500}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 500, 'resize': 'fit', 'w': 500}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'type': 'photo'}], 'symbols': [], 'user_mentions': [], 'hashtags': []}, 'in_reply_to_user_id': None, 'text': '2017-03-13T03:50:00 https://t.co/TZqAA6DYxv', 'in_reply_to_status_id': None, 'favorite_count': 1, 'created_at': 'Mon Mar 13 04:01:39 +0000 2017', 'id': 841137154914975745}",False,False,False,himawari8bot,1,1
